,Publisher,count,Source_new
13326,Journal of Antivirals and Antiretrovirals,6,others
13327,Journal of Anxiety Disorders,20,Journal of Anxiety Disorders
13328,Journal of Apicultural Research,31,Journal of Apicultural Research
13329,Journal of Apicultural Science,1,others
13330,Journal of Applied Accounting Research,6,others
13331,Journal of Applied Analysis,2,others
13332,Journal of Applied Animal Research,15,Journal of Applied Animal Research
13333,Journal of Applied Animal Welfare Science,4,others
13334,Journal of Applied Aquaculture,1,others
13335,Journal of Applied Bacteriology,41,Journal of Applied Bacteriology
13336,Journal of Applied Behavior Analysis,6,others
13337,Journal of Applied Behavioral Science,2,others
13338,Journal of Applied Biobehavioral Research,3,others
13339,Journal of Applied Biochemistry,3,others
13340,Journal of Applied Biological Sciences,1,others
13341,Journal of Applied Biomaterials and Biomechanics,82,Journal of Applied Biomaterials and Biomechanics
13342,Journal of Applied Botany,4,others
13343,Journal of Applied Cardiology,7,others
13344,Journal of Applied Clinical Medical Physics,11,Journal of Applied Clinical Medical Physics
13345,Journal of Applied Cosmetology,104,Journal of Applied Cosmetology
13346,Journal of Applied Crystallography,157,Journal of Applied Crystallography
13347,Journal of Applied Developmental Psychology,6,others
13348,Journal of Applied Ecology,30,Journal of Applied Ecology
13349,Journal of Applied Econometrics,42,Journal of Applied Econometrics
13350,Journal of Applied Economic Sciences,16,Journal of Applied Economic Sciences
13351,Journal of Applied Electrochemistry,124,Journal of Applied Electrochemistry
13352,Journal of Applied Entomology,79,Journal of Applied Entomology
13353,Journal of Applied Genetics,10,others
13354,Journal of Applied Geodesy,6,others
13355,Journal of Applied Geophysics,81,Journal of Applied Geophysics
13356,Journal of Applied Horticulture,3,others
13357,Journal of Applied Ichthyology,84,Journal of Applied Ichthyology
13358,Journal of Applied Linguistics,1,others
13359,Journal of Applied Logic,22,Journal of Applied Logic
13360,Journal of Applied Mathemathics,1,others
13361,Journal of Applied Mathematics,25,Journal of Applied Mathematics
13362,Journal of Applied Mathematics and Computing,2,others
13363,Journal of Applied Mathematics and Decision Sciences,1,others
13364,Journal of Applied Mathematics and Stochastic Analysis,2,others
13365,Journal of Applied Measurement,3,others
13366,"Journal of Applied Mechanics, Transactions ASME",131,"Journal of Applied Mechanics, Transactions ASME"
13367,Journal of Applied Meteorology,7,others
13368,Journal of Applied Meteorology and Climatology,23,Journal of Applied Meteorology and Climatology
13369,Journal of Applied Microbiology,321,Journal of Applied Microbiology
13370,Journal of Applied Non-Classical Logics,24,Journal of Applied Non-Classical Logics
13371,Journal of Applied Philosophy,5,others
13372,Journal of Applied Phycology,22,Journal of Applied Phycology
13373,Journal of Applied Physics,1885,Journal of Applied Physics
13374,Journal of Applied Physiology,181,Journal of Applied Physiology
13375,Journal of Applied Physiology Respiratory Environmental and Exercise Physiology,13,Journal of Applied Physiology Respiratory Environmental and Exercise Physiology
13376,Journal of Applied Polymer Science,603,Journal of Applied Polymer Science
13377,Journal of Applied Probability,50,Journal of Applied Probability
13378,Journal of Applied Psychoanalytic Studies,1,others
13379,Journal of Applied Psychology,3,others
13380,Journal of Applied Research,4,others
13381,Journal of Applied Research in Intellectual Disabilities,5,others
13382,Journal of Applied Sciences,21,Journal of Applied Sciences
13383,Journal of Applied Social Psychology,26,Journal of Applied Social Psychology
13384,Journal of Applied Spectroscopy,2,others
13385,Journal of Applied Sport Psychology,2,others
13386,Journal of Applied Statistical Science,1,others
13387,Journal of Applied Statistics,106,Journal of Applied Statistics
13388,Journal of Applied Therapeutic Research,2,others
13389,Journal of Applied Toxicology,57,Journal of Applied Toxicology
13390,Journal of Applied and Industrial Mathematics,1,others
13391,Journal of Applied and Numerical Optimization,1,others
13392,Journal of Approximation Theory,71,Journal of Approximation Theory
13393,Journal of Aquaculture Research and Development,4,others
13394,Journal of Aquatic Animal Health,1,others
13395,Journal of Aquatic Ecosystem Stress and Recovery,2,others
13396,Journal of Aquatic Food Product Technology,4,others
13397,Journal of Arachnology,3,others
13398,Journal of Arboriculture,6,others
13399,Journal of Archaeological Science,9,others
13400,Journal of Archaeological Science: Reports,1,others
13401,Journal of Architectural Conservation,1,others
13402,Journal of Architectural Education,4,others
13403,Journal of Architectural Engineering,4,others
13404,Journal of Architectural and Planning Research,4,others
13405,Journal of Archival Organization,1,others
13406,Journal of Area Studies,1,others
13407,Journal of Arid Environments,21,Journal of Arid Environments
13408,Journal of Arid Land,1,others
13409,Journal of Arrhythmia,2,others
13410,Journal of Arthroplasty,12,Journal of Arthroplasty
13411,Journal of Artificial Intelligence,1,others
13412,Journal of Artificial Intelligence Research,8,others
13413,Journal of Artificial Organs,7,others
13414,Journal of Arts Management Law and Society,1,others
13415,Journal of Asia-Pacific Entomology,1,others
13416,Journal of Asian Earth Sciences,35,Journal of Asian Earth Sciences
13417,Journal of Asian Economics,5,others
13418,Journal of Asian Natural Products Research,1,others
13419,Journal of Asian Pacific Communication,1,others
13420,Journal of Asian Studies,1,others
13421,Journal of Asian and African Studies,2,others
13422,Journal of Asset Management,7,others
13423,Journal of Assisted Reproduction and Genetics,62,Journal of Assisted Reproduction and Genetics
13424,Journal of Assistive Technologies,2,others
13425,Journal of Association of Physicians of India,1,others
13426,Journal of Asthma,54,Journal of Asthma
13427,Journal of Astrophysics and Astronomy,6,others
13428,Journal of Atherosclerosis and Thrombosis,7,others
13429,Journal of Athletic Training,1,others
13430,Journal of Atmospheric Chemistry,21,Journal of Atmospheric Chemistry
13431,Journal of Atmospheric and Oceanic Technology,20,Journal of Atmospheric and Oceanic Technology
13432,Journal of Atmospheric and Solar-Terrestrial Physics,17,Journal of Atmospheric and Solar-Terrestrial Physics
13433,Journal of Atmospheric and Terrestrial Physics,28,Journal of Atmospheric and Terrestrial Physics
13434,Journal of Atrial Fibrillation,1,others
13435,Journal of Attention Disorders,7,others
13436,Journal of Audiological Medicine,10,others
13437,Journal of Autism and Developmental Disorders,34,Journal of Autism and Developmental Disorders
13438,Journal of Autoimmune Diseases,1,others
13439,Journal of Autoimmunity,77,Journal of Autoimmunity
13440,Journal of Automated Methods and Management in Chemistry,2,others
13441,Journal of Automated Reasoning,43,Journal of Automated Reasoning
13442,Journal of Automatic Chemistry,12,Journal of Automatic Chemistry
13443,Journal of Automation and Information Sciences,5,others
13444,Journal of Autonomic Pharmacology,65,Journal of Autonomic Pharmacology
13445,Journal of Avian Biology,15,Journal of Avian Biology
13446,Journal of Avian Medicine and Surgery,5,others
13447,Journal of B.U.ON.,3,others
13448,Journal of Back and Musculoskeletal Rehabilitation,4,others
13449,Journal of Bacteriology,219,Journal of Bacteriology
13450,Journal of Balkan and Near Eastern Studies,6,others
13451,Journal of Banking Regulation,3,others
13452,Journal of Banking and Finance,141,Journal of Banking and Finance
13453,Journal of Basic Microbiology,26,Journal of Basic Microbiology
13454,Journal of Basic and Clinical Physiology and Pharmacology,1,others
13455,Journal of Behavior Therapy and Experimental Psychiatry,17,Journal of Behavior Therapy and Experimental Psychiatry
13456,Journal of Behavioral Decision Making,8,others
13457,Journal of Behavioral Education,5,others
13458,Journal of Behavioral Medicine,4,others
13459,Journal of Beijing Institute of Technology (English Edition),1,others
13460,Journal of Berry Research,8,others
13461,Journal of Bioactive and Compatible Polymers,92,Journal of Bioactive and Compatible Polymers
13462,Journal of Bioanalysis and Biomedicine,3,others
13463,Journal of Biobased Materials and Bioenergy,6,others
13464,Journal of Biochemical Toxicology,6,others
13465,Journal of Biochemical and Biophysical Methods,90,Journal of Biochemical and Biophysical Methods
13466,Journal of Biochemical and Molecular Toxicology,13,Journal of Biochemical and Molecular Toxicology
13467,Journal of Biochemistry,35,Journal of Biochemistry
13468,"Journal of Biochemistry, Molecular Biology and Biophysics",2,others
13469,Journal of Bioeconomics,8,others
13470,Journal of Bioelectricity,13,Journal of Bioelectricity
13471,Journal of Bioenergetics,1,others
13472,Journal of Bioenergetics and Biomembranes,94,Journal of Bioenergetics and Biomembranes
13473,Journal of Biogeography,84,Journal of Biogeography
13474,Journal of Bioinformatics and Computational Biology,6,others
13475,Journal of Biological Chemistry,2680,Journal of Biological Chemistry
13476,Journal of Biological Dynamics,14,Journal of Biological Dynamics
13477,Journal of Biological Engineering,4,others
13478,Journal of Biological Inorganic Chemistry,235,Journal of Biological Inorganic Chemistry
13479,Journal of Biological Physics,33,Journal of Biological Physics
13480,Journal of Biological Regulators and Homeostatic Agents,299,Journal of Biological Regulators and Homeostatic Agents
13481,Journal of Biological Research,7,others
13482,Journal of Biological Research (Greece),1,others
13483,Journal of Biological Response Modifiers,7,others
13484,Journal of Biological Rhythms,7,others
13485,Journal of Biological Sciences,1,others
13486,Journal of Biological Standardization,4,others
13487,Journal of Biological Systems,14,Journal of Biological Systems
13488,Journal of Biology,1,others
13489,Journal of Bioluminescence and Chemiluminescence,2,others
13490,Journal of Biomaterials Applications,35,Journal of Biomaterials Applications
13491,"Journal of Biomaterials Science, Polymer Edition",68,"Journal of Biomaterials Science, Polymer Edition"
13492,Journal of Biomaterials and Tissue Engineering,2,others
13493,Journal of Biomechanical Engineering,57,Journal of Biomechanical Engineering
13494,Journal of Biomechanical Science and Engineering,1,others
13495,Journal of Biomechanics,231,Journal of Biomechanics
13496,Journal of Biomedical Engineering,41,Journal of Biomedical Engineering
13497,Journal of Biomedical Informatics,32,Journal of Biomedical Informatics
13498,Journal of Biomedical Materials Research,65,Journal of Biomedical Materials Research
13499,Journal of Biomedical Materials Research - Part A,167,Journal of Biomedical Materials Research - Part A
13500,Journal of Biomedical Materials Research - Part B Applied Biomaterials,89,Journal of Biomedical Materials Research - Part B Applied Biomaterials
13501,Journal of Biomedical Nanotechnology,18,Journal of Biomedical Nanotechnology
13502,Journal of Biomedical Optics,92,Journal of Biomedical Optics
13503,Journal of Biomedical Science,9,others
13504,Journal of Biomedicine and Biotechnology,105,Journal of Biomedicine and Biotechnology
13505,"Journal of Biomimetics, Biomaterials, and Tissue Engineering",6,others
13506,Journal of Biomolecular NMR,41,Journal of Biomolecular NMR
13507,Journal of Biomolecular Screening,13,Journal of Biomolecular Screening
13508,Journal of Biomolecular Structure and Dynamics,106,Journal of Biomolecular Structure and Dynamics
13509,Journal of Biomolecular Techniques,2,others
13510,Journal of Bionanoscience,2,others
13511,Journal of Bionic Engineering,5,others
13512,Journal of Biopharmaceutical Statistics,2,others
13513,Journal of Biophotonics,20,Journal of Biophotonics
13514,Journal of Bioscience and Bioengineering,11,Journal of Bioscience and Bioengineering
13515,Journal of Biosciences,9,others
13516,Journal of Biosocial Science,36,Journal of Biosocial Science
13517,Journal of Biotechnology,115,Journal of Biotechnology
13518,Journal of Bodywork and Movement Therapies,16,Journal of Bodywork and Movement Therapies
13519,Journal of Bone and Joint Surgery - Series A,16,Journal of Bone and Joint Surgery - Series A
13520,Journal of Bone and Joint Surgery - Series B,44,Journal of Bone and Joint Surgery - Series B
13521,Journal of Bone and Joint Surgery Inc.,41,Journal of Bone and Joint Surgery Inc.
13522,Journal of Bone and Mineral Metabolism,19,Journal of Bone and Mineral Metabolism
13523,Journal of Bone and Mineral Research,186,Journal of Bone and Mineral Research
13524,Journal of Borderlands Studies,3,others
13525,Journal of Brain Research,14,Journal of Brain Research
13526,Journal of Brand Management,13,Journal of Brand Management
13527,Journal of Breast Cancer,1,others
